NM_023348 chr16 17406092 + 1
NM_001111063 chr16 18413587 - 1
NM_001111062 chr16 18426809 - 1
NM_007744 chr16 18426809 - 1
NM_013711 chr16 18426509 + 1
NM_029436 chr16 20097626 + 1
NM_013790 chr16 20426467 - 1
NM_176839 chr16 20426467 - 1
NM_013852 chr16 20548675 + 1
NM_133778 chr16 20695129 + 1
NM_009900 chr16 20716709 - 1
NM_029457 chr16 22009581 + 1
NM_001081368 chr16 22857642 - 1
NM_009981 chr16 32431081 + 1
NM_176840 chr16 33185156 + 1
NM_001039530 chr16 35871468 - 1
NM_027342 chr16 36071601 - 1
NM_021301 chr16 36785048 - 1
NM_177472 chr16 4001680 - 1
NM_133185 chr16 5013646 - 1
NM_026666 chr16 5050160 + 1
NM_026577 chr16 62846823 - 1
NM_025821 chr16 8672246 - 1
NM_007520 chr16 87699198 + 1
NM_001099738 chr16 91619244 - 1
NM_138664 chr16 91619244 - 1
NM_133679 chr16 91728844 - 1
NM_001110276 chr16 91729615 + 1
NM_001110275 chr16 91729615 + 1
NM_010587 chr16 91729615 + 1
NM_174847 chr16 98144204 - 1
NM_026644 chr17 12312149 + 1
NM_001025373 chr17 22099525 + 1
NM_153791 chr17 23900743 - 1
NM_173186 chr17 24342460 - 1
NM_028056 chr17 24357714 - 1
NM_023480 chr17 24987247 - 1
NM_024284 chr17 24987491 + 1
NM_011930 chr17 25270338 + 1
NM_139154 chr17 26056647 - 1
NM_011822 chr17 26078907 - 1
NM_019731 chr17 26232415 - 1
NM_008113 chr17 26338295 - 1
NM_001081069 chr17 26339906 + 1
NM_207217 chr17 26381086 - 1
NM_029870 chr17 26852594 + 1
NM_001033279 chr17 27957487 - 1
NM_001044719 chr17 27957487 - 1
NM_001080769 chr17 27993451 + 1
NM_011145 chr17 28369698 + 1
NM_001081315 chr17 28938070 + 1
NM_008842 chr17 29627989 + 1
NM_148926 chr17 30142031 + 1
NM_017476 chr17 32487522 - 1
NM_145486 chr17 33855615 - 1
NM_019873 chr17 34781827 + 1
NM_010893 chr17 35068323 + 1
NM_138582 chr17 35153523 + 1
NM_023893 chr17 35164861 - 1
NM_013600 chr17 35183567 - 1
NM_033444 chr17 35187187 + 1
NM_016765 chr17 35196045 + 1
NM_178592 chr17 35226235 + 1
NM_011280 chr17 37006536 + 1
NM_019581 chr17 46298019 + 1
NM_145353 chr17 46385047 + 1
NM_027910 chr17 46817853 - 1
NM_146078 chr17 47147442 - 1
NM_020048 chr17 47748544 + 1
NM_198421 chr17 47767638 + 1
NM_025887 chr17 53618558 + 1
NM_174989 chr17 56411643 - 1
NM_025836 chr17 56429934 - 1
NM_172132 chr17 56465514 + 1
NM_009056 chr17 56970386 - 1
NM_001025572 chr17 66426386 - 1
NM_009510 chr17 6987129 - 1
NM_027166 chr17 73186043 + 1
NM_198942 chr17 80689816 - 1
NM_194269 chr17 80689551 + 1
NM_011104 chr17 86567929 + 1
NM_024182 chr18 12287358 + 1
NM_008378 chr18 13130760 + 1
NM_001033445 chr18 21458640 - 1
NM_011946 chr18 32322742 + 1
NM_001048207 chr18 32719688 - 1
NM_007874 chr18 34533069 - 1
NM_016927 chr18 34569076 + 1
NM_146084 chr18 34666477 - 1
NM_020012 chr18 38456342 + 1
NM_011937 chr18 38498647 - 1
NM_022996 chr18 38578628 + 1
NM_172627 chr18 46440504 - 1
NM_007998 chr18 64648720 - 1
NM_181070 chr18 6765202 + 1
NM_015805 chr18 81130797 - 1
NM_025333 chr19 10599699 - 1
NM_173442 chr19 17431157 - 1
NM_010265 chr19 17447334 - 1
NM_008846 chr19 24630317 - 1
NM_026520 chr19 24551964 - 1
NM_144792 chr19 32322525 - 1
NM_013495 chr19 3323300 + 1
NM_023740 chr19 42007961 + 1
NM_145501 chr19 42164924 + 1
NM_027476 chr19 4878703 + 1
NM_001033128 chr19 4906612 - 1
NM_001008542 chr19 53384995 + 1
NM_010847 chr19 53403902 + 1
NM_001008543 chr19 53404935 + 1
NM_001024560 chr19 5510489 - 1
NM_001114595 chr19 5726317 - 1
NM_001114596 chr19 5726317 - 1
NM_001114597 chr19 5726317 - 1
NM_053252 chr19 5726317 - 1
NM_023166 chr19 5729633 - 1
NM_181452 chr19 5729648 - 1
NR_002847 chr19 5802671 - 1
NM_053198 chr19 60937315 - 1
NM_018869 chr19 60965651 + 1
NM_026912 chr19 6128215 - 1
NM_194348 chr19 6241667 + 1
NM_010119 chr19 6276895 + 1
NM_009006 chr19 6341249 + 1
NM_008020 chr19 7054920 - 1
NM_026675 chr19 7070527 - 1
NM_153597 chr19 7070822 + 1
NM_153795 chr19 7093921 - 1
NM_019829 chr19 8816309 + 1
NM_029635 chr2 101726418 + 1
NM_009804 chr2 103325310 - 1
NM_172671 chr2 109757803 + 1
NM_133649 chr2 112106470 + 1
NM_133648 chr2 112124844 + 1
NM_001033136 chr2 118982691 - 1
NM_172269 chr2 119114492 + 1
NM_009222 chr2 120393406 + 1
NM_025657 chr2 120435010 - 1
NM_001024856 chr2 120676154 - 1
NM_001024857 chr2 120676154 - 1
NM_080788 chr2 120676320 - 1
NM_146126 chr2 122060574 + 1
NM_024185 chr2 12341087 - 1
NM_175154 chr2 125684953 + 1
NM_175145 chr2 127073710 + 1
NM_029629 chr2 127270241 - 1
NM_029432 chr2 130665846 - 1
NM_027129 chr2 131036175 + 1
NM_144888 chr2 131059873 + 1
NM_011484 chr2 13995738 + 1
NM_019771 chr2 143741066 + 1
NM_001033298 chr2 146681624 + 1
NM_024465 chr2 150730467 - 1
NM_207204 chr2 150835134 - 1
NM_212446 chr2 151567029 - 1
NM_027172 chr2 151822363 + 1
NM_009743 chr2 152657418 - 1
NM_021534 chr2 154429409 - 1
NM_029362 chr2 154482761 + 1
NM_025735 chr2 155102199 + 1
NM_013865 chr2 156817761 - 1
NM_027975 chr2 158593834 + 1
NM_012032 chr2 163470879 - 1
NM_011125 chr2 164683208 - 1
NM_027230 chr2 165710188 - 1
NM_001085495 chr2 166631080 + 1
NM_001109905 chr2 166821778 - 1
NM_001109906 chr2 166821778 - 1
NM_011490 chr2 166821778 - 1
NM_030743 chr2 167318144 + 1
NM_145538 chr2 167487044 - 1
NM_025912 chr2 172171114 + 1
ENSMUST00000069669 chr2 173485030 - 1
ENSMUST00000099034 chr2 173411749 - 1
NM_024436 chr2 173485345 + 1
NM_022325 chr2 174264493 - 1
NM_001080971 chr2 174276195 + 1
NM_153594 chr2 181572607 + 1
NM_001077190 chr2 22895760 - 1
NM_007380 chr2 22895760 - 1
NM_145994 chr2 22895760 - 1
NM_001077192 chr2 22895760 - 1
NM_001077193 chr2 22895760 - 1
NM_001102436 chr2 22923720 + 1
NM_028793 chr2 22923720 + 1
NM_001102437 chr2 22924591 + 1
NM_001102438 chr2 22924591 + 1
NM_175392 chr2 30219854 + 1
NM_007760 chr2 30271268 - 1
NM_133346 chr2 30683820 - 1
NM_178760 chr2 31007853 + 1
NM_019488 chr2 32837576 - 1
NM_175184 chr2 33743466 - 1
NM_013890 chr2 34681708 - 1
NM_013515 chr2 35192529 - 1
NM_024209 chr2 39081858 - 1
NM_015753 chr2 44968799 - 1
NM_001001182 chr2 59963797 - 1
NM_025854 chr2 73150649 - 1
NM_011576 chr2 84314331 - 1
NM_001005342 chr2 84574360 + 1
NM_019949 chr2 84638984 + 1
NM_021398 chr2 84776812 + 1
NM_001012335 chr2 91771856 - 1
NM_001012336 chr2 91771950 - 1
NM_010784 chr2 91772439 - 1
NM_025280 chr2 10002238 + 1
NM_177857 chr3 102931478 + 1
NM_026193 chr3 103613552 + 1
NM_001025067 chr3 104315779 - 1
NM_153563 chr3 107434628 - 1
NM_011504 chr3 108643420 - 1
NM_144902 chr3 116415198 - 1
NM_026228 chr3 135488454 + 1
NM_025555 chr3 145600995 + 1
NM_025926 chr3 151856807 - 1
NM_027287 chr3 151873263 - 1
NM_026182 chr3 19088243 + 1
NM_025813 chr3 67386689 + 1
NM_026641 chr3 68808387 - 1
NM_019745 chr3 75360721 - 1
NM_175193 chr3 75760753 - 1
NM_025794 chr3 79432636 - 1
NM_001033301 chr3 84284351 - 1
NM_001002011 chr3 88307254 - 1
NM_019390 chr3 88297221 - 1
NM_001111102 chr3 88307254 - 1
NM_033175 chr3 92748407 + 1
NM_011656 chr3 94462728 - 1
NM_008951 chr3 94846467 - 1
NM_008847 chr3 94910780 - 1
NM_013549 chr3 96044216 - 1
NM_178212 chr3 96044173 - 1
NM_013549 chr3 96049460 + 1
NM_178212 chr3 96049503 + 1
NM_027696 chr4 102787069 + 1
NM_001039081 chr4 102791994 + 1
NM_013876 chr4 109149110 - 1
NM_175175 chr4 10934707 - 1
NM_175308 chr4 115500696 + 1
NM_021461 chr4 115511850 + 1
NM_008135 chr4 117507862 + 1
NM_033617 chr4 117559934 - 1
NM_172382 chr4 117852551 - 1
NM_001039175 chr4 118100697 + 1
NM_019422 chr4 118100697 + 1
NM_001039176 chr4 118102305 + 1
NM_019563 chr4 120339167 + 1
NM_008636 chr4 124479792 + 1
NM_028800 chr4 125781241 + 1
NM_007512 chr4 132089561 - 1
NM_016981 chr4 132925686 + 1
NM_145554 chr4 134323919 - 1
NM_025383 chr4 140634248 - 1
NM_172338 chr4 141346559 - 1
NM_011303 chr4 144482979 + 1
NM_010840 chr4 147415330 + 1
NM_172705 chr4 151370288 - 1
NM_001033352 chr4 151382999 + 1
NM_181401 chr4 15192977 + 1
NM_026388 chr4 153534793 - 1
NM_008142 chr4 154901558 + 1
NM_025476 chr4 19502353 + 1
NM_177327 chr4 19636140 - 1
NM_152825 chr4 21703416 + 1
NM_175364 chr4 32887239 + 1
NM_027491 chr4 33069972 + 1
NM_019586 chr4 33118399 + 1
NM_008076 chr4 33150086 + 1
NM_022305 chr4 40801031 - 1
NM_026893 chr4 41261849 - 1
NM_023305 chr4 41296028 + 1
NM_013497 chr4 43575505 + 1
NM_172692 chr4 43591421 - 1
NM_027450 chr4 43970573 + 1
NM_001038993 chr4 44181211 - 1
NM_175201 chr4 44180387 - 1
NM_001009949 chr4 45421633 - 1
NM_026534 chr4 6118251 + 1
NM_175090 chr4 62021782 + 1
NM_008525 chr4 62181097 - 1
NM_010945 chr4 6381418 - 1
NM_178376 chr4 86221589 + 1
NM_133919 chr5 104183180 + 1
NM_001080798 chr5 104183591 + 1
NM_028794 chr5 104476029 + 1
NM_007964 chr5 108304126 - 1
NM_172716 chr5 108890350 + 1
NM_198109 chr5 114443766 - 1
NM_023556 chr5 114894314 + 1
NM_016698 chr5 115722903 - 1
NM_007708 chr5 116295664 + 1
NM_031869 chr5 116474437 - 1
NM_021539 chr5 117807313 + 1
NM_172424 chr5 119010727 + 1
NM_001039723 chr5 123526283 + 1
NM_175092 chr5 123582638 - 1
NM_026000 chr5 123678198 + 1
NM_011256 chr5 124666427 - 1
NM_007941 chr5 129514439 - 1
NM_019983 chr5 130663049 + 1
NM_020504 chr5 135391396 - 1
NM_024479 chr5 135408242 + 1
NM_025562 chr5 137437957 + 1
NM_009599 chr5 137729504 + 1
NM_027356 chr5 137735896 + 1
NM_030037 chr5 138042268 - 1
NM_030258 chr5 139856616 + 1
NM_001038703 chr5 139865857 + 1
NM_010757 chr5 140267489 + 1
NM_144914 chr5 140290196 - 1
NM_178242 chr5 143579066 - 1
NM_026050 chr5 144309573 + 1
NM_133703 chr5 144309573 + 1
NM_019767 chr5 145844737 + 1
NM_023322 chr5 145962751 - 1
NM_001083958 chr5 145992583 + 1
NM_028298 chr5 145992627 + 1
NM_028774 chr5 147033013 - 1
NM_027872 chr5 148706378 - 1
NM_178728 chr5 21207163 - 1
NM_053090 chr5 23536501 - 1
NM_026448 chr5 23606429 + 1
NM_001037941 chr5 30062437 + 1
NM_011847 chr5 30062437 + 1
NM_001037940 chr5 30062437 + 1
NM_175311 chr5 31504606 - 1
NM_010753 chr5 34530359 - 1
NM_001024458 chr5 34916362 + 1
NM_001102444 chr5 34916362 + 1
NM_013457 chr5 34916362 + 1
NM_013587 chr5 35448346 - 1
NM_173764 chr5 44617845 - 1
NM_025951 chr5 53132812 + 1
NM_028744 chr5 53132812 + 1
NM_153391 chr5 65590934 + 1
NM_133697 chr5 65884074 - 1
NM_001038999 chr5 68238670 - 1
NM_009727 chr5 68238670 - 1
NM_028194 chr5 73647857 - 1
NM_177561 chr5 74464436 - 1
NM_028850 chr5 75440651 - 1
NM_027530 chr5 89012598 + 1
NM_007644 chr5 92934634 - 1
NM_007635 chr5 93696598 + 1
NM_021449 chr6 106750068 - 1
NM_175357 chr6 106750068 - 1
NM_026849 chr6 113187836 + 1
NM_027920 chr6 116288140 + 1
NM_026028 chr6 120307378 - 1
NM_153516 chr6 120786247 + 1
NM_153396 chr6 121031627 - 1
NM_145130 chr6 124613145 + 1
NM_001048054 chr6 134742646 - 1
NM_130447 chr6 134742646 - 1
NM_009875 chr6 134870418 + 1
NM_013546 chr6 135118233 - 1
NM_028982 chr6 135148069 + 1
NM_026639 chr6 136806121 - 1
NM_009908 chr6 142705292 + 1
NM_001109688 chr6 143048627 - 1
NM_029081 chr6 143048627 - 1
NM_029897 chr6 143048627 - 1
NM_010586 chr6 146450434 - 1
NM_019923 chr6 146450434 - 1
NM_001113424 chr6 149137234 - 1
NM_146173 chr6 29644255 + 1
NM_001037740 chr6 29867012 + 1
NM_177204 chr6 29867012 + 1
NM_013791 chr6 31348827 + 1
NM_025336 chr6 33010152 - 1
NM_021435 chr6 34127054 - 1
NM_197986 chr6 34813145 + 1
NM_028864 chr6 38304603 - 1
NM_010433 chr6 38826189 - 1
NM_001033430 chr6 39156772 - 1
NM_018810 chr6 39370368 - 1
NM_139294 chr6 39675462 - 1
NM_032540 chr6 41654324 - 1
NM_025816 chr6 52663741 + 1
NM_026004 chr6 56873926 - 1
NM_001042451 chr6 60778990 - 1
NM_009221 chr6 60779849 - 1
NM_007836 chr6 66987401 - 1
NM_024288 chr6 71390482 - 1
NM_173001 chr6 71582680 - 1
NM_001038695 chr6 71582899 - 1
NM_001035228 chr6 72047606 + 1
NM_011375 chr6 72047606 + 1
NM_025607 chr6 72312375 - 1
NM_001083922 chr6 83071455 - 1
NM_001083923 chr6 83071455 - 1
NM_016757 chr6 83071455 - 1
NM_019542 chr6 83745049 + 1
NM_023160 chr6 85865655 - 1
NM_028099 chr6 85911689 - 1
NM_013458 chr6 86028077 + 1
NM_001040106 chr6 86799510 + 1
NM_177762 chr6 86799510 + 1
NM_030260 chr6 90319487 + 1
NM_173002 chr6 90319487 + 1
NM_027629 chr7 107376116 + 1
NM_008219 chr7 110991676 - 1
NM_008221 chr7 111001721 - 1
NM_011421 chr7 112702928 + 1
NM_009906 chr7 112900721 - 1
NM_020050 chr7 116895777 - 1
NM_020610 chr7 116925059 - 1
NM_021494 chr7 117103936 - 1
NM_009667 chr7 117916117 + 1
NM_009431 chr7 118172464 + 1
NM_133758 chr7 119167019 + 1
NM_027815 chr7 125884254 + 1
NM_028129 chr7 126937643 + 1
NM_001004187 chr7 126937700 + 1
NM_007672 chr7 128125826 - 1
NM_175023 chr7 130114077 + 1
NM_011247 chr7 130114077 + 1
NM_001122640 chr7 130513429 - 1
NM_001122641 chr7 130513429 - 1
NM_001122642 chr7 130513429 - 1
NM_001122643 chr7 130513429 - 1
NM_144529 chr7 130513429 - 1
NM_025304 chr7 130521495 + 1
NM_001109045 chr7 130605807 + 1
NM_007474 chr7 130605807 + 1
NM_024228 chr7 133909927 + 1
NM_025347 chr7 133920488 + 1
NM_026875 chr7 133920488 + 1
NM_011538 chr7 133924996 + 1
NM_016754 chr7 134355121 + 1
NM_172748 chr7 134890288 + 1
NM_175115 chr7 138553992 - 1
NM_207302 chr7 140141304 + 1
NM_001045483 chr7 146037950 - 1
NM_027115 chr7 146037950 - 1
NM_013782 chr7 148317184 + 1
NM_023764 chr7 149088311 - 1
NM_178642 chr7 151924383 - 1
NM_025898 chr7 16683991 + 1
NM_178900 chr7 17428413 + 1
NM_026111 chr7 19734545 - 1
NM_172279 chr7 20043843 - 1
NM_011116 chr7 28338131 - 1
NM_001122765 chr7 29551770 + 1
NM_001122766 chr7 29551770 + 1
NM_022432 chr7 29551770 + 1
NM_021895 chr7 29747299 - 1
NM_146185 chr7 30601137 + 1
NM_009944 chr7 30969189 + 1
NM_025348 chr7 3568974 + 1
NM_027203 chr7 3617442 - 1
NM_181820 chr7 3629155 - 1
NM_172741 chr7 35070628 - 1
NM_001115018 chr7 4691728 + 1
NM_146177 chr7 4691728 + 1
NM_183405 chr7 4704696 - 1
NM_183406 chr7 4704504 - 1
NM_009473 chr7 51809293 - 1
NM_001077264 chr7 52184860 - 1
NM_007458 chr7 52184860 - 1
NM_008749 chr7 52765219 - 1
NM_008654 chr7 52781583 - 1
NM_001112701 chr7 53069686 - 1
NM_011181 chr7 53069686 - 1
NM_010147 chr7 5031906 + 1
NM_175318 chr7 54263784 - 1
NM_016865 chr7 57014522 + 1
NM_153578 chr7 63274943 - 1
NM_010418 chr7 63305524 + 1
NM_028316 chr7 6124151 + 1
NM_001024928 chr7 6238181 + 1
NM_001025163 chr7 6316014 + 1
NM_001112805 chr7 6316014 + 1
NM_177888 chr7 6316014 + 1
NM_021366 chr7 71083743 - 1
NM_024439 chr7 73224534 + 1
NM_001081345 chr7 80686632 - 1
NM_011068 chr7 86887911 - 1
NM_010176 chr7 91754260 - 1
NM_146194 chr7 97278741 + 1
NM_001039039 chr7 104480832 + 1
NM_183251 chr7 104727925 - 1
NM_016720 chr7 106976927 - 1
NM_145604 chr8 107749087 + 1
NM_145824 chr8 108351250 - 1
NM_021513 chr8 108379042 + 1
NM_009179 chr8 113443764 + 1
NM_009569 chr8 124806040 + 1
NM_198031 chr8 12672100 - 1
